,Fed_Funds_Eff._Rate,3_Month_TBill,2Y_Treasury,5Y_Treasury,10Y_Treasury,30Y_Treasury,5Y_Forward Infl. Exp. Rate,30Y Mortgage,BofA High Yield Spread,Inflation
2020-05-18,0.05,0.13,0.18,0.38,0.73,1.44,1.5,3.28,7.41,0.7278122956820621
2020-05-19,0.05,0.13,0.17,0.35,0.7,1.43,1.48,3.28,7.35,0.7278122956820621
2020-05-20,0.05,0.12,0.16,0.34,0.68,1.4,1.49,3.28,7.16,0.7278122956820621
2020-05-21,0.05,0.12,0.17,0.35,0.68,1.4,1.47,3.24,7.08,0.7278122956820621
2020-05-22,0.05,0.12,0.17,0.34,0.66,1.37,1.44,3.24,7.06,0.7278122956820621
2020-05-23,0.05,0.12,0.17,0.34,0.66,1.37,1.44,3.24,7.06,0.7278122956820621
2020-05-24,0.05,0.12,0.17,0.34,0.66,1.37,1.44,3.24,7.06,0.7278122956820621
2020-05-25,0.05,0.12,0.17,0.34,0.66,1.37,1.44,3.24,7.06,0.7278122956820621
2020-05-26,0.05,0.14,0.18,0.35,0.69,1.43,1.44,3.24,6.75,0.7278122956820621
2020-05-27,0.05,0.15,0.19,0.34,0.68,1.44,1.46,3.24,6.7,0.7278122956820621
2020-05-28,0.05,0.15,0.17,0.34,0.7,1.47,1.5,3.15,6.6,0.7278122956820621
2020-05-29,0.05,0.14,0.16,0.3,0.65,1.41,1.47,3.15,6.71,0.7278122956820621
2020-05-30,0.05,0.14,0.16,0.3,0.65,1.41,1.47,3.15,6.71,0.7278122956820621
2020-05-31,0.05,0.14,0.16,0.3,0.65,1.41,1.47,3.15,6.54,0.7278122956820621
2020-06-01,0.05,0.14,0.14,0.31,0.66,1.46,1.52,3.15,6.43,0.7278122956820621
2020-06-02,0.06,0.15,0.17,0.32,0.68,1.48,1.52,3.15,6.18,1.0467910520660206
2020-06-03,0.06,0.16,0.19,0.38,0.77,1.56,1.54,3.15,5.8,1.0467910520660206
2020-06-04,0.06,0.15,0.19,0.4,0.82,1.61,1.56,3.18,5.83,1.0467910520660206
2020-06-05,0.07,0.15,0.22,0.47,0.91,1.68,1.59,3.18,5.5,1.0467910520660206
2020-06-06,0.07,0.15,0.22,0.47,0.91,1.68,1.59,3.18,5.5,1.0467910520660206
2020-06-07,0.07,0.15,0.22,0.47,0.91,1.68,1.59,3.18,5.5,1.0467910520660206
2020-06-08,0.07,0.17,0.22,0.45,0.88,1.65,1.58,3.18,5.51,1.0467910520660206
2020-06-09,0.07,0.19,0.2,0.4,0.84,1.59,1.54,3.18,5.75,1.0467910520660206
2020-06-10,0.08,0.17,0.17,0.33,0.75,1.53,1.54,3.18,5.92,1.0467910520660206
2020-06-11,0.08,0.17,0.19,0.32,0.66,1.41,1.47,3.21,6.4,1.0467910520660206
2020-06-12,0.08,0.16,0.19,0.33,0.71,1.45,1.47,3.21,6.28,1.0467910520660206
2020-06-13,0.08,0.16,0.19,0.33,0.71,1.45,1.47,3.21,6.28,1.0467910520660206
2020-06-14,0.08,0.16,0.19,0.33,0.71,1.45,1.47,3.21,6.28,1.0467910520660206
2020-06-15,0.09,0.18,0.19,0.33,0.71,1.45,1.48,3.21,6.25,1.0467910520660206
2020-06-16,0.09,0.17,0.21,0.34,0.75,1.54,1.52,3.21,5.78,1.0467910520660206
2020-06-17,0.09,0.17,0.19,0.34,0.74,1.52,1.51,3.21,5.85,1.0467910520660206
2020-06-18,0.09,0.16,0.19,0.34,0.71,1.47,1.44,3.13,6.01,1.0467910520660206
2020-06-19,0.09,0.15,0.19,0.33,0.7,1.47,1.54,3.13,6.02,1.0467910520660206
2020-06-20,0.09,0.15,0.19,0.33,0.7,1.47,1.54,3.13,6.02,1.0467910520660206
2020-06-21,0.09,0.15,0.19,0.33,0.7,1.47,1.54,3.13,6.02,1.0467910520660206
2020-06-22,0.08,0.16,0.19,0.34,0.71,1.46,1.57,3.13,6.03,1.0467910520660206
2020-06-23,0.08,0.16,0.18,0.33,0.72,1.49,1.62,3.13,6.02,1.0467910520660206
2020-06-24,0.08,0.15,0.19,0.33,0.69,1.44,1.56,3.13,6.23,1.0467910520660206
2020-06-25,0.08,0.16,0.17,0.32,0.68,1.43,1.55,3.13,6.3,1.0467910520660206
2020-06-26,0.08,0.14,0.17,0.3,0.64,1.37,1.53,3.13,6.41,1.0467910520660206
2020-06-27,0.08,0.14,0.17,0.3,0.64,1.37,1.53,3.13,6.41,1.0467910520660206
2020-06-28,0.08,0.14,0.17,0.3,0.64,1.37,1.53,3.13,6.41,1.0467910520660206
2020-06-29,0.08,0.14,0.16,0.28,0.64,1.39,1.54,3.13,6.52,1.0467910520660206
2020-06-30,0.08,0.16,0.16,0.29,0.66,1.41,1.52,3.13,6.44,1.0467910520660206
2020-07-01,0.08,0.14,0.17,0.31,0.69,1.43,1.57,3.13,6.33,1.0467910520660206
2020-07-02,0.09,0.14,0.16,0.29,0.68,1.43,1.61,3.07,6.17,1.3247799842260433
2020-07-03,0.09,0.14,0.16,0.29,0.68,1.43,1.61,3.07,6.17,1.3247799842260433
2020-07-04,0.09,0.14,0.16,0.29,0.68,1.43,1.61,3.07,6.17,1.3247799842260433
2020-07-05,0.09,0.14,0.16,0.29,0.68,1.43,1.61,3.07,6.17,1.3247799842260433
2020-07-06,0.09,0.15,0.16,0.31,0.69,1.45,1.62,3.07,6.03,1.3247799842260433
2020-07-07,0.09,0.15,0.16,0.29,0.65,1.38,1.6,3.07,6.04,1.3247799842260433
2020-07-08,0.09,0.15,0.16,0.3,0.67,1.39,1.59,3.07,6.06,1.3247799842260433
2020-07-09,0.09,0.13,0.16,0.28,0.62,1.32,1.56,3.03,6.14,1.3247799842260433
2020-07-10,0.09,0.13,0.16,0.3,0.65,1.33,1.57,3.03,6.14,1.3247799842260433
2020-07-11,0.09,0.13,0.16,0.3,0.65,1.33,1.57,3.03,6.14,1.3247799842260433
2020-07-12,0.09,0.13,0.16,0.3,0.65,1.33,1.57,3.03,6.14,1.3247799842260433
2020-07-13,0.09,0.14,0.16,0.3,0.64,1.33,1.57,3.03,6.01,1.3247799842260433
2020-07-14,0.09,0.15,0.14,0.28,0.63,1.3,1.55,3.03,6.03,1.3247799842260433
2020-07-15,0.1,0.16,0.16,0.28,0.64,1.33,1.54,3.03,5.81,1.3247799842260433
2020-07-16,0.1,0.11,0.16,0.28,0.62,1.31,1.52,2.98,5.76,1.3247799842260433
2020-07-17,0.09,0.11,0.14,0.29,0.64,1.33,1.57,2.98,5.74,1.3247799842260433
2020-07-18,0.09,0.11,0.14,0.29,0.64,1.33,1.57,2.98,5.74,1.3247799842260433
2020-07-19,0.09,0.11,0.14,0.29,0.64,1.33,1.57,2.98,5.74,1.3247799842260433
2020-07-20,0.1,0.13,0.16,0.29,0.62,1.32,1.55,2.98,5.54,1.3247799842260433
2020-07-21,0.1,0.13,0.14,0.27,0.61,1.31,1.56,2.98,5.33,1.3247799842260433
2020-07-22,0.09,0.13,0.14,0.27,0.6,1.29,1.56,2.98,5.28,1.3247799842260433
2020-07-23,0.09,0.12,0.16,0.27,0.59,1.24,1.61,3.01,5.26,1.3247799842260433
2020-07-24,0.09,0.11,0.14,0.27,0.59,1.23,1.67,3.01,5.29,1.3247799842260433
2020-07-25,0.09,0.11,0.14,0.27,0.59,1.23,1.67,3.01,5.29,1.3247799842260433
2020-07-26,0.09,0.11,0.14,0.27,0.59,1.23,1.67,3.01,5.29,1.3247799842260433
2020-07-27,0.1,0.11,0.15,0.3,0.62,1.25,1.66,3.01,5.24,1.3247799842260433
